ID / IDENTIFIANT,ORGANISATION,GROUP AND LEVEL  / GROUPE ET NIVEAU,PROVINCE_FR,PROVINCE_EN,FIRST OFFICIAL LANGUAGE / PREMIÈRE LANGUE OFFICIELLE (EN),MEMBERS OF VISIBLE MINORITIES / MINORITÉS VISIBLES,INDIGENOUS PEOPLES / AUTOCHTONES,PERSONS WITH DISABILITIES / PERSONNES EN SITUATION DE HANDICAP,APPLICATION DATE / DATE DE CANDIDATURE,SALARY / SALAIRE
24600,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,20-oct.-21,63715
24601,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,14-nov.-21,63715
24602,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-sept.-21,63715
24603,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,28-oct.-21,63715
24604,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-nov.-21,63715
24605,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,8-nov.-21,63715
24606,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,11-juin-21,63715
24607,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,23-sept.-21,63715
24608,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,23-sept.-21,63715
24609,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,19-mai-21,63715
24610,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-sept.-21,63715
24611,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,16-oct.-21,63715
24612,Organisation C,PM02,Alberta,Alberta,French,0,0,0,11-août-21,63715
24613,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-sept.-21,63715
24614,Organisation C,PM02,Colombie-Britannique,British Columbia,English,0,0,0,6-avr.-21,63715
24615,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,8-juin-21,63715
24616,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,6-mai-21,63715
24617,Organisation F,PM02,Manitoba,Manitoba,English,0,1,1,29-nov.-21,"63519,5"
24618,Organisation F,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,7-mai-21,"63519,5"
24619,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,24-août-21,"63519,5"
24620,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,19-sept.-21,"63519,5"
24621,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-avr.-21,"63519,5"
24622,Organisation C,PM02,Alberta,Alberta,English,1,0,0,13-août-21,"63519,5"
24623,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,7-juin-21,"63519,5"
24624,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,1-nov.-21,"63519,5"
24625,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,1-sept.-21,"63519,5"
24626,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,21-juin-21,"63519,5"
24627,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,1-oct.-21,"63519,5"
24628,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,16-nov.-21,"63519,5"
24629,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-oct.-21,"63519,5"
24630,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,27-août-21,"63519,5"
24631,Organisation C,PM02,Colombie-Britannique,British Columbia,English,1,0,0,20-juin-21,"63519,5"
24632,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,2-sept.-21,"63519,5"
24633,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-sept.-21,"63519,5"
24634,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,1,0,2-sept.-21,"63519,5"
24635,Organisation C,PM02,Alberta,Alberta,English,0,0,0,13-avr.-21,"63519,5"
24636,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,18-nov.-21,"63519,5"
24637,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-juin-21,"63519,5"
24638,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,22-juin-21,"63519,5"
24639,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-juin-21,"63519,5"
24640,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,1,13-sept.-21,"63519,5"
24641,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,11-août-21,"63519,5"
24642,Organisation C,PM02,Colombie-Britannique,British Columbia,English,1,0,0,14-août-21,"63519,5"
24643,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-oct.-21,"63519,5"
24644,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-juin-21,"63519,5"
24645,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-sept.-21,"63519,5"
24646,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,27-mai-21,"63519,5"
24647,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,18-oct.-21,"63519,5"
24648,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,1,15-oct.-21,"63519,5"
24649,Organisation F,PM02,Manitoba,Manitoba,English,0,0,0,5-nov.-21,"63519,5"
24650,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,7-oct.-21,"63519,5"
24651,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,21-oct.-21,"63519,5"
24652,Organisation C,PM02,Alberta,Alberta,English,1,0,0,7-avr.-21,"63519,5"
24653,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,23-juin-21,"63519,5"
24654,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,31-août-21,"63519,5"
24655,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-oct.-21,"63519,5"
24656,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"63519,5"
24657,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,27-nov.-21,"63519,5"
24658,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,17-nov.-21,"63519,5"
24659,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-oct.-21,"63519,5"
24660,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-oct.-21,"63519,5"
24661,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,4-juil.-21,"63519,5"
24662,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,31-oct.-21,"63519,5"
24663,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,5-sept.-21,"63519,5"
24664,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-oct.-21,"63519,5"
24665,Organisation C,PM02,Île-du-Prince-Édouard,Prince Edward Island,English,0,0,0,15-nov.-21,"63519,5"
24666,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,6-oct.-21,"63519,5"
24667,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,10-nov.-21,"63519,5"
24668,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-juin-21,"63519,5"
24669,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,4-oct.-21,"63519,5"
24670,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,10-nov.-21,"63519,5"
24671,Organisation C,PM02,Saskatchewan,Saskatchewan,English,0,1,0,13-août-21,"63519,5"
24672,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,5-juil.-21,"63519,5"
24673,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-oct.-21,"63519,5"
24674,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,27-nov.-21,"63519,5"
24675,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-sept.-21,"63519,5"
24676,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,6-oct.-21,"63519,5"
24677,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,24-nov.-21,"63519,5"
24678,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-nov.-21,"63519,5"
24679,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,20-oct.-21,"63519,5"
24680,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-oct.-21,"63519,5"
24681,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,23-sept.-21,"63519,5"
24682,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,25-nov.-21,"63519,5"
24683,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,2-nov.-21,"63519,5"
24684,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,25-nov.-21,"63519,5"
24685,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,13-oct.-21,"63519,5"
24686,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-nov.-21,"63519,5"
24687,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,21-sept.-21,"63519,5"
24688,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-juin-21,"63519,5"
24689,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-juin-21,"63519,5"
24690,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-nov.-21,"63519,5"
24691,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,21-nov.-21,"63519,5"
24692,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-sept.-21,"63519,5"
24693,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-nov.-21,"63519,5"
24694,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,23-juil.-21,"63519,5"
24695,Organisation C,PM02,Alberta,Alberta,English,0,0,0,18-mai-21,"63519,5"
24696,Organisation C,PM02,Colombie-Britannique,British Columbia,English,0,0,0,30-nov.-21,"63519,5"
24697,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,"63519,5"
24698,Organisation C,PM02,Alberta,Alberta,English,1,0,0,14-août-21,"63519,5"
24699,Organisation C,PM02,Colombie-Britannique,British Columbia,French,1,0,0,13-mai-21,"63519,5"
24700,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,31-oct.-21,"63519,5"
24701,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,8-avr.-21,"63519,5"
24702,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-sept.-21,"63519,5"
24703,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-juin-21,"63519,5"
24704,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-sept.-21,"63519,5"
24705,Organisation C,PM02,Manitoba,Manitoba,English,0,0,0,27-sept.-21,"63519,5"
24706,Organisation C,PM02,Alberta,Alberta,English,1,0,0,13-août-21,"63519,5"
24707,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-sept.-21,"63519,5"
24708,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,1-oct.-21,"63519,5"
24709,Organisation C,PM02,Colombie-Britannique,British Columbia,English,0,0,0,8-juil.-21,"63519,5"
24710,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,4-nov.-21,"63519,5"
24711,Organisation C,PM02,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,4-nov.-21,"63519,5"
24712,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,1-sept.-21,"63519,5"
24713,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-sept.-21,"63519,5"
24714,Organisation C,PM02,Alberta,Alberta,English,0,0,0,12-août-21,"63519,5"
24715,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,27-sept.-21,"63519,5"
24716,Organisation C,PM02,Alberta,Alberta,French,0,0,0,14-juil.-21,"63519,5"
24717,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-oct.-21,"63519,5"
24718,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-sept.-21,"63519,5"
24719,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-nov.-21,"63519,5"
24720,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-sept.-21,"63519,5"
24721,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,17-nov.-21,"63519,5"
24722,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,17-sept.-21,"63519,5"
24723,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-sept.-21,"63519,5"
24724,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-oct.-21,"63519,5"
24725,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,3-nov.-21,"63519,5"
24726,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,16-nov.-21,"63519,5"
24727,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-sept.-21,"63519,5"
24728,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,24-sept.-21,"63519,5"
24729,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,19-nov.-21,"63519,5"
24730,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-sept.-21,"63519,5"
24731,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,23-sept.-21,"63519,5"
24732,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-nov.-21,"63519,5"
24733,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,2-nov.-21,"63519,5"
24734,Organisation C,PM02,Alberta,Alberta,English,0,0,0,13-juil.-21,"63519,5"
24735,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,29-nov.-21,"63519,5"
24736,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-oct.-21,"63519,5"
24737,Organisation C,PM02,Alberta,Alberta,English,1,0,0,14-août-21,"63519,5"
24738,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,4-nov.-21,"63519,5"
24739,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,10-nov.-21,"63519,5"
24740,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,8-août-21,"63519,5"
24741,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,1,0,28-août-21,"63519,5"
24742,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,4-juil.-21,"63519,5"
24743,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,29-juin-21,"63519,5"
24744,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"63519,5"
24745,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,20-juil.-21,"63519,5"
24746,Organisation C,PM02,Manitoba,Manitoba,English,0,0,0,15-juil.-21,"63519,5"
24747,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-sept.-21,"63519,5"
24748,Organisation C,PM02,Manitoba,Manitoba,English,0,0,0,27-juin-21,"63519,5"
24749,Organisation C,PM02,Colombie-Britannique,British Columbia,English,0,0,0,2-juin-21,"63519,5"
24750,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,23-nov.-21,"63519,5"
24751,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,17-oct.-21,"63519,5"
24752,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,27-sept.-21,"63519,5"
24753,Organisation C,PM02,Colombie-Britannique,British Columbia,English,1,0,1,13-août-21,"63519,5"
24754,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,4-nov.-21,"63519,5"
24755,Organisation F,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,26-nov.-21,"63519,5"
24756,Organisation C,PM02,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,1,0,3-juin-21,"63519,5"
24757,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-juin-21,"63519,5"
24758,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,26-sept.-21,"63519,5"
24759,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,29-nov.-21,"63519,5"
24760,Organisation C,PM02,Île-du-Prince-Édouard,Prince Edward Island,English,0,0,0,20-sept.-21,"63519,5"
24761,Organisation C,PM02,Alberta,Alberta,English,0,0,0,5-août-21,"63519,5"
24762,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,5-juil.-21,"63519,5"
24763,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,28-sept.-21,"63519,5"
24764,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,9-avr.-21,"63519,5"
24765,Organisation C,PM02,Colombie-Britannique,British Columbia,English,1,0,0,9-août-21,"63519,5"
24766,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,8-oct.-21,"63519,5"
24767,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-nov.-21,"63519,5"
24768,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,23-sept.-21,"63519,5"
24769,Organisation C,PM02,Manitoba,Manitoba,English,0,0,0,6-oct.-21,"63519,5"
24770,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,20-oct.-21,"63519,5"
24771,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-nov.-21,"63519,5"
24772,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,9-sept.-21,"63519,5"
24773,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-nov.-21,"63519,5"
24774,Organisation F,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,20-avr.-21,"63519,5"
24775,Organisation F,PM02,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,7-mai-21,"63519,5"
24776,Organisation C,PM02,Manitoba,Manitoba,English,0,1,0,26-oct.-21,"63519,5"
24777,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-oct.-21,"63519,5"
24778,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,24-nov.-21,"63519,5"
24779,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,31-mai-21,"63519,5"
24780,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,"63519,5"
24781,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-nov.-21,"63519,5"
24782,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,17-nov.-21,"63519,5"
24783,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-oct.-21,"63519,5"
24784,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,14-oct.-21,"63519,5"
24785,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-nov.-21,"63519,5"
24786,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,18-oct.-21,"63519,5"
24787,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,26-août-21,"63519,5"
24788,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,7-juil.-21,"63519,5"
24789,Organisation C,PM02,Saskatchewan,Saskatchewan,English,1,0,0,11-août-21,"63519,5"
24790,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,28-sept.-21,"63519,5"
24791,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,28-sept.-21,"63519,5"
24792,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,4-nov.-21,"63519,5"
24793,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-oct.-21,"63519,5"
24794,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-sept.-21,"63519,5"
24795,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"63519,5"
24796,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,14-avr.-21,"63519,5"
24797,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-sept.-21,"63519,5"
24798,Organisation C,PM02,Manitoba,Manitoba,English,0,0,0,14-juil.-21,"63519,5"
24799,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,29-juin-21,"63519,5"
24800,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,2-sept.-21,"63519,5"
24801,Organisation C,PM02,Manitoba,Manitoba,English,0,0,0,2-sept.-21,"63519,5"
24802,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-oct.-21,"63519,5"
24803,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,16-oct.-21,"63519,5"
24804,Organisation F,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-oct.-21,"63519,5"
24805,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-sept.-21,"63519,5"
24806,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,"63519,5"
24807,Organisation C,PM02,Alberta,Alberta,English,0,0,0,12-août-21,"63519,5"
24808,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,23-juin-21,"63519,5"
24809,Organisation C,PM02,Colombie-Britannique,British Columbia,French,0,0,0,4-juin-21,"63519,5"
24810,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,28-oct.-21,"63519,5"
24811,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,17-nov.-21,"63519,5"
24812,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,9-août-21,"63519,5"
24813,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,27-oct.-21,"63519,5"
24814,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,5-oct.-21,"63519,5"
24815,Organisation F,PM02,Manitoba,Manitoba,French,0,1,0,15-nov.-21,"63519,5"
24816,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,29-juin-21,"63519,5"
24817,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,22-juil.-21,"63519,5"
24818,Organisation C,PM02,Alberta,Alberta,English,1,0,0,14-août-21,"63519,5"
24819,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,11-nov.-21,"63519,5"
24820,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,13-oct.-21,"63519,5"
24821,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,23-sept.-21,"63519,5"
24822,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,28-oct.-21,"63519,5"
24823,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-oct.-21,"63519,5"
24824,Organisation C,PM02,Colombie-Britannique,British Columbia,English,0,0,0,6-août-21,"63519,5"
24825,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,24-avr.-21,"63519,5"
24826,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,1-oct.-21,"63519,5"
24827,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,25-nov.-21,"63519,5"
24828,Organisation C,PM02,Alberta,Alberta,English,0,1,0,19-mai-21,"63519,5"
24829,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,22-juin-21,"63519,5"
24830,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,5-juil.-21,"63519,5"
24831,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,1,1,26-oct.-21,"63519,5"
24832,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-sept.-21,"63519,5"
24833,Organisation C,PM02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,17-nov.-21,"63519,5"
24834,Organisation C,PM02,Colombie-Britannique,British Columbia,English,0,0,0,25-mai-21,"63519,5"
24835,Organisation C,PM02,Alberta,Alberta,English,0,0,0,6-juin-21,"63519,5"
24836,Organisation C,PM02,Colombie-Britannique,British Columbia,French,0,0,0,14-juil.-21,"63519,5"
24837,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,28-juil.-21,"63519,5"
24838,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,28-sept.-21,"63519,5"
24839,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,7-oct.-21,"63519,5"
24840,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,3-nov.-21,"63519,5"
24841,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,22-juin-21,"63519,5"
24842,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,19-nov.-21,"63519,5"
24843,Organisation C,PM02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,29-juin-21,"63519,5"
